"SourceUnit","OriginalTestClass","OriginalTestMethod","Status","NexusTest","Notes"
"tcresolver.pas","TTestResolver","TestArray_PassArrayElementToVarParam","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_OpenArrayOfString","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_OpenArrayOfString_IntFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_OpenArrayOverride","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_OpenArrayAsDynArraySetLengthFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_OpenArrayAsDynArray","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_OpenArrayDelphi","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_OpenArrayChar","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_DynArrayChar","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_CopyConcat","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestStaticArray_CopyConcat","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_CopyMismatchFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_InsertDeleteAccess","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_InsertArray","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestStaticArray_InsertFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestStaticArray_DeleteFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_InsertItemMismatchFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_TypeCast","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_TypeCastWrongElTypeFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_ConstDynArrayWrite","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_ConstOpenArrayWriteFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_ForIn","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_Arg_AnonymousStaticFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArray_Arg_AnonymousMultiDimFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArrayOfConst","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArrayOfConst_PassDynArrayOfIntFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArrayOfConst_AssignNilFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArrayOfConst_SetLengthFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArrayIntRange_OutOfRange","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArrayIntRange_OutOfRangeError","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArrayCharRange_OutOfRange","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcTypesAssignObjFPC","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestMethodTypesAssignObjFPC","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcTypeCall","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_FunctionFPC","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_FunctionDelphi","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_ProcedureDelphi","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_MethodFPC","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_MethodDelphi","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestAssignProcToMethodFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestAssignMethodToProcFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestAssignProcToFunctionFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestAssignProcWrongArgsFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestAssignProcWrongArgAccessFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_SameSignatureObjFPC","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_AssignNestedProcFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestArrayOfProc","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_Assigned","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_TNotifyEvent","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_TNotifyEvent_NoAtFPC_Fail1","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_TNotifyEvent_NoAtFPC_Fail2","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_TNotifyEvent_NoAtFPC_Fail3","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_WhileListCompare","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_IsNested","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_IsNested_AssignProcFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_ReferenceTo","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_AllowNested","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_AllowNestedOfObject","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_AsArgOtherUnit","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_Property","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_PropertyCallWrongArgFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_Typecast","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_InsideFunction","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestProcType_PassProcToUntyped","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointer","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointer_AnonymousSetFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointer_AssignPointerToClassFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointer_TypecastToMethodTypeFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointer_TypecastFromMethodTypeFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointer_TypecastMethod_proMethodAddrAsPointer","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointer_OverloadSignature","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointer_Assign","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointerTyped","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointerTypedForwardMissingFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointerTyped_CycleFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointerTyped_AssignMismatchFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointerTyped_AddrAddrFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointerTyped_RecordObjFPC","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointerTyped_RecordDelphi","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestPointerTyped_Arithmetic","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestResourcestring","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestResourcestringAssignFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestResourcestringLocalFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestResourcestringInConstFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestResourcestringPassVarArgFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestHint_ElementHints","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestHint_ElementHintsMsg","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestHint_ElementHintsAlias","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestHint_ElementHints_WarnOff_SymbolDeprecated","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestHint_Garbage","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_AncestorIsNotHelperForDescendantFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_HelperForParentFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_ForInterfaceFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_FieldFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_AbstractFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_VirtualObjFPCFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_VirtualDelphiFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_DestructorFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_ClassRefersToTypeHelperOfAncestor","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_InheritedObjFPC","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_InheritedObjFPC2","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_InheritedObjFPCStrictPrivateFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_InheritedClassObjFPC","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_InheritedDelphi","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_NestedInheritedParentFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_AccessFields","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_HelperDotClassMethodFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_WithDoHelperFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_AsTypeFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_WithDo","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_ClassMethod","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_Enumerator","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_FromUnitInterface","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_Constructor_NewInstance","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_ReintroduceHides_CallFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_DefaultProperty","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_DefaultClassProperty","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestClassHelper_MultiHelpers","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestRecordHelper","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestRecordHelper_ForByteFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestRecordHelper_ClassNonStaticFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestRecordHelper_InheritedObjFPC","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestRecordHelper_Constructor_NewInstance","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_HelperForProcTypeFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_DefaultPropertyFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_Enum","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_EnumDotValueFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_EnumHelperDotProcFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_Set","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_Enumerator","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_String","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_StringOtherUnit","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_Boolean","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_Double","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_DoubleAlias","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_Constructor_NewInstance","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_Interface","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_Interface_ConstructorFail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestTypeHelper_TypeAliasType","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestAttributes_Globals","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestAttributes_NonConstParam_Fail","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestAttributes_UnknownAttrWarning","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcresolver.pas","TTestResolver","TestAttributes_Members","deferred because NexusPas does not yet support the required feature","","Requires full semantic resolver/generic resolver behavior."
"tcscanner.pas","TTestTokenFinder","TestFind","not applicable because it targets passrc-specific internals","","passrc token-finder helper behavior, not a NexusPas lexer contract."
"tcscanner.pas","TTestStreamLineReader","TestCreate","not applicable because it targets passrc-specific internals","","passrc stream line reader helper behavior, not a NexusPas lexer contract."
"tcscanner.pas","TTestStreamLineReader","TestEOF","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerEmptyInputEOF","EOF behavior translated to Nexus token model."
"tcscanner.pas","TTestStreamLineReader","TestEmptyLine","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerLineWhitespaceVariants","Line and whitespace behavior translated to NexusPas token text and source-position assertions."
"tcscanner.pas","TTestStreamLineReader","TestEmptyLineCR","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerLineWhitespaceVariants","Line and whitespace behavior translated to NexusPas token text and source-position assertions."
"tcscanner.pas","TTestStreamLineReader","TestEmptyLineLF","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerLineWhitespaceVariants","Line and whitespace behavior translated to NexusPas token text and source-position assertions."
"tcscanner.pas","TTestStreamLineReader","TestEmptyLineCRLF","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerLineEndingPositions","Line ending position behavior translated to Nexus source positions."
"tcscanner.pas","TTestStreamLineReader","TestEmptyLineLFCR","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerLineWhitespaceVariants","Line and whitespace behavior translated to NexusPas token text and source-position assertions."
"tcscanner.pas","TTestStreamLineReader","TestOneLine","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerLineWhitespaceVariants","Line and whitespace behavior translated to NexusPas token text and source-position assertions."
"tcscanner.pas","TTestStreamLineReader","TestTwoLines","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerLineWhitespaceVariants","Line and whitespace behavior translated to NexusPas token text and source-position assertions."
"tcscanner.pas","TTestScanner","TestEmpty","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerEmptyInputEOF","Empty input translated to Nexus EOF token behavior."
"tcscanner.pas","TTestScanner","TestEOF","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerEmptyInputEOF","EOF behavior translated to Nexus token model."
"tcscanner.pas","TTestScanner","TestWhitespace","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerLineWhitespaceVariants","Line and whitespace behavior translated to NexusPas token text and source-position assertions."
"tcscanner.pas","TTestScanner","TestComment1","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerCommentForms","Comment form behavior translated to NexusPas comment token text assertions."
"tcscanner.pas","TTestScanner","TestComment2","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerCommentForms","Comment form behavior translated to NexusPas comment token text assertions."
"tcscanner.pas","TTestScanner","TestComment3","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerCommentForms","Comment form behavior translated to NexusPas comment token text assertions."
"tcscanner.pas","TTestScanner","TestComment4","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerCommentForms","Comment form behavior translated to NexusPas comment token text assertions."
"tcscanner.pas","TTestScanner","TestComment5","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerCommentForms","Comment form behavior translated to NexusPas comment token text assertions."
"tcscanner.pas","TTestScanner","TestNestedComment1","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerCommentForms","Nested comment behavior translated to NexusPas comment token text assertions."
"tcscanner.pas","TTestScanner","TestNestedComment2","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerCommentForms","Nested comment behavior translated to NexusPas comment token text assertions."
"tcscanner.pas","TTestScanner","TestNestedComment3","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerCommentForms","Nested comment behavior translated to NexusPas comment token text assertions."
"tcscanner.pas","TTestScanner","TestNestedComment4","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerCommentForms","Nested comment behavior translated to NexusPas comment token text assertions."
"tcscanner.pas","TTestScanner","TestNestedComment5","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerCommentForms","Nested comment behavior translated to NexusPas comment token text assertions."
"tcscanner.pas","TTestScanner","TestonComment","not applicable because it targets passrc-specific internals","","passrc scanner callback/event behavior, not a NexusPas lexer contract."
"tcscanner.pas","TTestScanner","TestIdentifier","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerIdentifierSelfAndCharFragments","Identifier behavior translated to NexusPas identifier token assertions."
"tcscanner.pas","TTestScanner","TestSelf","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerIdentifierSelfAndCharFragments","NexusPas currently treats Self as an identifier/pseudo-variable token, not a passrc-specific Self token."
"tcscanner.pas","TTestScanner","TestSelfNoToken","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerIdentifierSelfAndCharFragments","NexusPas asserts Self as an identifier token; passrc pseudo-variable scanner distinction is not a NexusPas lexer contract."
"tcscanner.pas","TTestScanner","TestString","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerCommentsStringsAndDirectives","String behavior translated to Nexus string token text."
"tcscanner.pas","TTestScanner","TestNumber","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerNumbersAndCompoundSymbols","Numeric token behavior translated to NexusPas number token text preservation."
"tcscanner.pas","TTestScanner","TestChar","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerIdentifierSelfAndCharFragments","Character literal syntax is asserted as a NexusPas string token preserving # text."
"tcscanner.pas","TTestScanner","TestCharString","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerIdentifierSelfAndCharFragments","String plus character literal behavior is asserted as adjacent NexusPas string tokens."
"tcscanner.pas","TTestScanner","TestBraceOpen","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ScannerSingleSymbolTokens","NexusPas asserts the left parenthesis symbol token directly."
